Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
United_States,2022,8.802902301262804,9.036919640259516,107.71387894795748,0,0,0,1,0,1,4.67947844260029,-0.1348581652663028,973.401668193333,0.0,0.5097602135301917,0.9565217391304348
Mexico,2022,2.541388293263867,11.967239579104618,148.56820543883288,0,0,1,0,0,1,5.001044148683081,0.7950344125498525,1777.9513083241468,0.0,-0.711301090675595,0.9565217391304348
Greece,2014,9.947119029912546,13.02432688298887,12.72921911492922,0,0,0,0,1,9,2.543900068576988,1.130485031765537,165.78951071802842,0.0,0.3120981297651504,0.6086956521739131
Ukraine,2015,7.589815389631033,5.496290673653631,20.40293980844828,0,0,0,0,1,8,3.015678998724842,-1.258423054274736,112.14048778429068,0.0,-0.19682777021761255,0.6521739130434783
Chile,2010,3.298246594512189,11.76409584810321,13.56898347926488,1,0,0,0,0,13,2.6077865616278753,0.7305698313333248,159.62682221140102,1.0,-0.3405368062094627,0.43478260869565216
India,2023,2.099328713355388,14.11825126387544,81.23024894014253,0,0,0,0,1,0,4.397287701691215,1.4776253385265339,1146.8290647640838,0.0,-0.6925779066881549,1.0
Denmark,2005,3.3702610903372108,10.340076708410988,40.76225485014257,0,0,0,0,1,18,3.7077565269947477,0.27867896060818764,421.484841958272,0.0,-0.6624025973599609,0.21739130434782608
South_Korea,2010,8.705407365485907,6.047344689816317,102.8613080744686,1,0,0,0,0,13,4.633381557303325,-1.0835544220777273,622.0377851716979,1.0,1.6394046400200826,0.43478260869565216
Denmark,2002,2.17311459956131,5.3963678474783725,20.77094238004165,0,0,1,0,0,21,3.0335550090321415,-1.2901320472700222,112.08764562148266,0.0,-0.7376990587186967,0.08695652173913043
Switzerland,2014,3.865178428944693,6.857088635134227,16.37551853475682,0,0,0,1,0,9,2.795787447264642,-0.8265944653504569,112.28838203911089,0.0,-0.6114273472226988,0.6086956521739131
United_States,2000,8.058444762679002,5.138645959183508,69.56465502894923,0,0,0,1,0,23,4.242256608307192,-1.3719161787190308,357.4681334665047,0.0,0.11447533838349222,0.0
Sweden,2006,6.688884287185081,9.647334787435522,57.008854636235256,1,0,0,0,0,17,4.043206600265199,0.05884782131249887,549.9835065240072,1.0,-0.13475764275958457,0.2608695652173913
Israel,2000,8.261885682881534,4.76675150977408,124.54557248326977,0,1,0,0,0,23,4.824671692969313,-1.4899312403689708,593.6777956703032,0.0,0.025245680301083206,0.0
Canada,2016,7.969204030614303,6.457450870998491,125.7955571814068,1,0,0,0,0,7,4.834658027119699,-0.953413447045448,812.3186302888158,1.0,-0.1601795434447698,0.6956521739130435
South_Africa,2008,2.404811096974438,8.839014883034357,18.4968715131478,1,0,0,0,0,15,2.9176016103865945,-0.197660237633429,163.49412259428763,1.0,-0.49774691037849816,0.34782608695652173
Czech_Republic,2022,9.140091352753211,9.213062254422235,122.03609419646476,1,0,0,0,0,1,4.804316855046455,-0.07896197885479377,1124.3261331185658,1.0,2.5964954182639794,0.9565217391304348
Spain,2012,3.8162546742581496,10.219383336616607,85.06058237441455,1,0,0,0,0,11,4.443363736432834,0.24037875006277065,869.2666981199964,1.0,-0.002693466814178147,0.5217391304347826
Indonesia,2010,6.42713952183811,11.761764590257991,76.03018280762831,0,0,0,0,1,13,4.3311304036518745,0.7298300420227762,894.2491119376045,0.0,-0.26170720656685,0.43478260869565216
Sweden,2019,7.154305252222231,4.519515036320143,15.119743060447597,0,0,0,0,1,4,2.716001377250358,-1.568387984488477,68.33390610699004,0.0,0.5530268787369765,0.8260869565217391
Mexico,2005,3.349025687080763,4.886830473933616,111.20498458019296,0,0,1,0,0,18,4.711375206173303,-1.451826002765526,543.4399074998048,0.0,-0.006300818449149537,0.21739130434782608
Denmark,2000,9.809850053607796,4.669450669852588,9.885433577212009,1,0,0,0,0,23,2.291062317796427,-1.5208081858037867,46.15954443889588,1.0,0.1873621144303188,0.0
Nigeria,2006,5.905247648698472,8.654653470114013,42.3760736777904,0,0,0,1,0,17,3.7465839029086014,-0.25616453514638043,366.7502331052958,0.0,-0.11715505977401064,0.2608695652173913
Romania,2011,2.4611415647791475,4.460327393712277,15.219298679839444,0,1,0,0,0,12,2.722564272517701,-1.5871702849567257,67.88305481477697,0.0,-0.5131138988955206,0.4782608695652174
Russia,2021,9.498096358222725,12.206893935144588,80.08437386629762,0,0,0,0,1,2,4.383080752225428,0.8710850867334742,977.5814576483602,0.0,0.25484030896709897,0.9130434782608695
Norway,2019,6.690142745546145,6.453001991423257,97.13927874772924,0,0,0,1,0,4,4.576145812015927,-0.9548252314863778,626.8399592045156,0.0,-0.06487876744312948,0.8260869565217391
Mexico,2022,7.593545583851011,14.331337426189544,133.7374168255833,0,0,0,0,1,1,4.89587830154161,1.545244999487278,1916.6360470343932,0.0,-0.16920462927718383,0.9565217391304348
Thailand ,2018,6.201406319473793,9.350441306068229,110.34691622844326,0,0,1,0,0,5,4.7036291869424725,-0.03536682094061069,1031.7923634996864,0.0,1.3771881515979114,0.782608695652174
Bangladesh,2016,8.67790363821574,8.909583276864218,144.20455543815126,0,1,0,0,0,7,4.971232815462479,-0.17526642841795556,1284.8024955793915,0.0,0.08892978582037991,0.6956521739130435
Turkey,2003,2.265067697545687,12.585925619034503,114.38152509978234,0,0,0,0,1,20,4.739539572021135,0.9913650414695095,1439.5973670975886,0.0,-0.7383875342455194,0.13043478260869565
Philippines,2002,4.147026922217182,11.844693822822904,45.41289239057531,0,1,0,0,0,21,3.815796038095189,0.7561463758892056,537.9018059751686,0.0,0.908333284887207,0.08695652173913043
United_States,2000,5.757186851221538,10.680399450429572,82.59013677391167,0,1,0,0,0,23,4.413890263880241,0.3866752198800841,882.0956514109894,0.0,-0.4131218296140826,0.0
Netherlands,2017,2.6128289305096803,14.28661376875407,69.23300625868235,0,0,0,1,0,6,4.2374777179661445,1.5310526252858347,989.1052204675279,0.0,-0.5562471655594794,0.7391304347826086
Egypt,2020,7.647253354613266,8.644851870857847,85.32933982196431,0,0,0,0,1,3,4.446518355754992,-0.2592749239739667,737.6595029989732,0.0,0.015424296988175934,0.8695652173913043
Vietnam,2014,5.149307312445126,12.893848433495153,86.24131157244646,0,1,0,0,0,9,4.457149315445394,1.0890796752579517,1111.9824001209563,0.0,0.3322301692165446,0.6086956521739131
Colombia,2007,4.181343922145152,8.181022403204004,105.6130617348849,1,0,0,0,0,16,4.659782054294359,-0.40646416895235493,864.0228241240609,1.0,-0.31856850463102804,0.30434782608695654
Morocco,2000,2.027030774467298,13.221802417257154,13.373528382189082,0,1,0,0,0,23,2.593277259228719,1.1931508967388784,176.82214989088476,0.0,-0.6479129778396526,0.0
India,2019,7.75864249399963,6.854220918625655,112.26502420338092,0,1,0,0,0,4,4.720862363575652,-0.8275044916794088,769.489277324829,0.0,0.15971254860964246,0.8260869565217391
Belgium,2013,8.670474470982894,7.181937801196357,22.417798371755328,0,0,0,0,1,10,3.1098552135248827,-0.7235085106645682,161.00323354570773,0.0,0.04919799071273778,0.5652173913043478
Sweden,2003,5.160324285451988,11.456564874191994,4.904888433082317,1,0,0,0,0,20,1.5902323472096755,0.6329795421987804,56.19317253428148,1.0,1.278220775053856,0.13043478260869565
Portugal,2004,6.513743816266924,6.33984624446976,78.31692575225787,0,1,0,0,0,19,4.360763745054744,-0.990733491138998,496.5172676088691,0.0,-0.09589077434602022,0.17391304347826086
Brazil,2022,3.821493007436787,6.520696057279716,87.64006713866732,0,0,0,0,1,1,4.47323828080031,-0.93334354664792,571.4742402508376,0.0,-0.49674457534516503,0.9565217391304348
Czech_Republic,2012,6.977581170241065,7.357886719191562,6.19280944743731,0,0,0,0,1,11,1.8233888524590227,-0.6676737907933284,45.56599038778302,0.0,0.8283845722632368,0.5217391304347826
France,2023,2.097099666521604,11.468216466264137,77.79029610222342,0,1,0,0,0,0,4.354016694641872,0.6366769981809751,892.1159546750815,0.0,-0.0010617902854389571,1.0
Japan,2014,5.909151176790068,13.78326901665555,80.65096104645528,0,0,1,0,0,9,4.39013072076129,1.371323804260375,1111.6338925551008,0.0,0.14756234542625002,0.6086956521739131
Philippines,2005,7.153643854725538,11.420244162396854,8.82174028848219,0,0,1,0,0,18,2.1772191621746186,0.6214537153183847,100.74642803171986,0.0,1.136037320442632,0.21739130434782608
Belgium,2000,9.345534185837872,13.105956687785378,107.02620748208672,0,0,0,1,0,23,4.673073734210643,1.1563890119427906,1402.6808397181599,0.0,3.610455008160332,0.0
Thailand ,2022,5.050686536978274,9.979166486639167,32.33316556587371,0,0,1,0,0,1,3.476093501137494,0.1641495769614761,322.65804222192247,0.0,0.32165269624971815,0.9565217391304348
Morocco,2018,8.121521623848238,4.758155434796598,119.3744228599691,0,0,1,0,0,5,4.78226496410832,-1.49265907435527,568.0020589068693,0.0,0.30962578574231747,0.782608695652174
China,2012,6.781496239548006,5.105128326593508,47.3124973401839,0,0,0,0,1,11,3.8567744749796242,-1.3825524909381306,241.53637037325285,0.0,-0.02810213538315376,0.5217391304347826
Japan,2005,9.416096903400645,10.098311762036069,72.20598718816831,0,0,0,0,1,18,4.279522967504572,0.2019585226007382,729.1585697117057,0.0,0.3162658212542382,0.21739130434782608
China,2014,5.187021405275445,7.605810655063205,133.88578103341118,0,1,0,0,0,9,4.89698705612054,-0.5889988909047957,1018.309899945378,0.0,-0.12220533032747594,0.6086956521739131
Egypt,2015,4.552762718983904,6.426248810006369,121.1207405610296,0,1,0,0,0,8,4.79678790394579,-0.9633149477466227,778.3520148974067,0.0,-0.4001484245316763,0.6521739130434783
Belgium,2023,9.09713598955315,9.12882620032883,117.49767320923284,0,0,0,0,1,0,4.766418530913528,-0.10569301270799479,1072.6158376701196,0.0,3.3379607248911993,1.0
United_Kingdom,2022,2.393955211266313,11.331464149947315,24.90469544469781,0,1,0,0,0,1,3.2150563577694,0.59328072521554,282.20666359694945,0.0,-0.5260139005382486,0.9565217391304348
Turkey,2015,3.0910831434694144,8.234911425094442,8.173215618241711,0,0,0,0,1,8,2.1008624199603436,-0.3893633053854093,67.305706674419,0.0,-0.32105331767448464,0.6521739130434783
Switzerland,2009,2.659235476672356,12.827964828730758,91.25808365141002,0,0,1,0,0,14,4.513691576499577,1.0681725127812396,1170.6554874176572,0.0,-0.7110471462142447,0.391304347826087
Chile,2021,8.744879652611221,12.12375571228533,62.19305473083833,0,1,0,0,0,2,4.13024333323475,0.8447024329676472,754.0134025574754,0.0,-0.07930185978366355,0.9130434782608695
Bangladesh,2008,2.084859386962555,12.084063703755234,136.4525141881406,0,0,1,0,0,15,4.915976672694677,0.8321067762130818,1648.900873987056,0.0,-0.13304650432394594,0.34782608695652173
Turkey,2008,8.893257243976386,14.837086586451274,53.08939627090219,0,0,0,1,0,15,3.971977214726479,1.7057368229669654,787.6919692937993,0.0,3.2656388721414107,0.34782608695652173
Chile,2016,5.610142362970135,7.247529751087983,62.17170429869042,0,1,0,0,0,7,4.129899981427948,-0.7026939004371433,450.5912765806035,0.0,-0.35351409777538934,0.6956521739130435
Netherlands,2016,2.032202230831766,11.091981449749849,79.37408091428901,0,0,0,0,1,7,4.374171878113239,0.517284523409411,880.4158330922372,0.0,-0.637762805406622,0.6956521739130435
France,2016,5.213161417696335,13.410261741763447,119.66369917918468,0,0,0,0,1,7,4.784685301567163,1.252955604325763,1604.7215269805104,0.0,1.5652768895754163,0.6956521739130435
Switzerland,2023,3.4944067283602847,10.37476877305302,40.976559061019564,0,0,0,1,0,0,3.7130001729852293,0.2896879610221349,425.12232537342857,0.0,-0.6158783673924249,1.0
Spain,2011,6.995203899777304,12.68452393726932,141.33127791719374,0,0,0,0,1,12,4.951106623419373,1.0226537219635061,1792.719977825507,0.0,1.8422598683001903,0.4782608695652174
China,2012,7.434870319373172,8.558974044239035,81.4482457955092,0,0,1,0,0,11,4.39996779762164,-0.28652694943139495,697.1134217125643,0.0,0.09634659620023833,0.5217391304347826
Belgium,2011,5.900220563239999,10.495404802202852,126.30561191498695,0,0,0,0,1,12,4.838704461583784,0.3279699747492278,1325.6285258377238,0.0,-0.15653344094403954,0.4782608695652174
Poland,2013,2.32415620351736,4.612330320847611,79.3171540349468,0,0,0,1,0,10,4.373454423468661,-1.5389344620092889,365.8369145187255,0.0,-0.7319459031572593,0.5652173913043478
Netherlands,2009,7.249030434937615,14.843443664072948,116.026986165262,1,0,0,0,0,14,4.753822803405733,1.7077541451093816,1722.2400326562379,1.0,1.725982899419165,0.391304347826087
Iraq,2022,8.73631026884417,12.80020329593259,8.661692120159906,1,0,0,0,0,1,2.158910098424873,1.0593628115074631,110.87142002482416,1.0,2.6493206839166334,0.9565217391304348
United_Kingdom,2018,7.762594218611212,13.556899787945945,120.08265977076904,0,0,1,0,0,5,4.788180337069648,1.2994889636913987,1627.948584782324,0.0,-0.04419460069933978,0.782608695652174
United_States,2001,8.639663351642549,11.637237059572406,79.06995504168141,1,0,0,0,0,22,4.370332967493846,0.6903131193198113,920.1558111097789,1.0,0.21180247240294903,0.043478260869565216
Australia,2003,3.6040761884071,6.046550360895694,67.9629226398008,0,0,0,0,1,20,4.218962301173333,-1.0838064903102234,410.9412344152136,0.0,-0.30157951534795413,0.13043478260869565
Italy,2018,9.11110351725186,4.341312866598355,17.629840325168313,0,0,0,1,0,5,2.8695929393732063,-1.6249377396119173,76.53665263972773,0.0,0.17371889611433367,0.782608695652174
Thailand ,2006,4.577547605183702,13.51122268509615,111.49281829736844,0,0,1,0,0,17,4.713960178936695,1.284994028052081,1506.4042958047078,0.0,-0.22483393119125106,0.2608695652173913
Argentina,2014,2.107238514015928,8.359637191097354,20.54338422311669,1,0,0,0,0,9,3.022538953495089,-0.34978347571184354,171.7352387825689,1.0,-0.5937478661891067,0.6086956521739131
Ethiopia,2014,8.747133170632566,6.902513636439119,29.655354107794967,0,0,0,0,1,9,3.3896426861330706,-0.8121795303118767,204.6964861224856,0.0,3.1509934031921585,0.6086956521739131
United_States,2023,9.534570151717814,10.178402547228387,19.8370651007376,0,0,0,0,1,0,2.9875521625240014,0.227374118254487,201.90963395088295,0.0,1.7285232924765501,1.0
Russia,2005,7.24446557933879,8.629883747232913,1.9797655493347697,0,1,0,0,0,18,0.6829784282686102,-0.26402483093059287,17.08514653753577,0.0,-0.2306296702700208,0.21739130434782608
Italy,2002,3.851493043707397,11.168325952563126,99.62515323001035,0,1,0,0,0,21,4.601414675177054,0.5415112931836055,1112.6461843468028,0.0,-0.07126403663465486,0.08695652173913043
Ethiopia,2005,4.013955714260243,9.32172556359965,41.35576267096937,0,0,0,1,0,18,3.7222117750236148,-0.0444793261773378,385.5070700921353,0.0,-0.4459279749070737,0.21739130434782608
Argentina,2015,5.732742987484956,11.669564544842975,23.27109841942939,0,0,1,0,0,8,3.1472121794416488,0.7005717563423649,271.5635850349246,0.0,0.854606531563741,0.6521739130434783
Netherlands,2001,9.182648636811356,13.387655964600572,48.67589989463556,1,0,0,0,0,22,3.8851840389073056,1.2457820038868266,651.6562015567182,1.0,0.0628479679205991,0.043478260869565216
Greece,2006,3.196781249180467,6.15112712051368,75.3636190404549,1,0,0,0,0,17,4.322324652475624,-1.0506206421399529,463.57120097980334,1.0,-0.3016388850745384,0.2608695652173913
Thailand ,2010,8.607789356667896,7.623761686220355,76.00846561175864,0,0,0,0,1,13,4.33084472371137,-0.5833024034953838,579.4704279593229,0.0,0.33928776984230424,0.43478260869565216
Philippines,2006,4.330422469641203,8.804971452277028,55.71220524146195,1,0,0,0,0,17,4.020199247551242,-0.20846340392424534,490.5443766944711,1.0,0.3546195789128075,0.2608695652173913
Romania,2003,8.468689355432783,14.58264292830402,74.74490838517292,0,0,0,1,0,20,4.314081094702324,1.6249929881225103,1089.9783096897738,0.0,1.3497531441408581,0.13043478260869565
Ukraine,2023,9.36216958081231,8.018669749022338,64.67387721145411,0,1,0,0,0,0,4.1693573674491,-0.45798432076614776,518.5984627474722,0.0,-0.01808163012723163,1.0
Romania,2019,5.419950975954562,8.192098345518925,123.57712180068836,0,0,0,0,1,4,4.81686542919078,-0.4029493866876496,1012.3559350474098,0.0,-0.30143050409317906,0.8260869565217391
Saudi_Arabia,2006,4.920405232844247,11.188197752555173,5.41248115618611,0,0,1,0,0,17,1.688707611786494,0.5478173074435138,60.555909507388655,0.0,0.13624138691759713,0.2608695652173913
Pakistan,2003,8.417770551770413,8.611196808789442,130.33648986513398,0,0,0,0,1,20,4.870119489938054,-0.2699548473531476,1122.3531655954591,0.0,-0.0060125955180662105,0.13043478260869565
Chile,2011,6.235863059035152,14.463461202035658,37.34337309611518,1,0,0,0,0,12,3.620155468691258,1.5871724753521725,540.1144279288042,1.0,0.05688643198972909,0.4782608695652174
Sweden,2004,7.475592387705577,13.839156365229885,108.54555004040132,0,0,0,1,0,19,4.6871699009229815,1.3890588064845961,1502.178839758999,0.0,0.1476644766158297,0.17391304347826086
United_Kingdom,2022,6.982633895689436,9.647496555532404,61.35090283473538,0,0,1,0,0,1,4.116609887181245,0.05889915596392184,591.8826237769127,0.0,-0.2007342137800181,0.9565217391304348
Saudi_Arabia,2018,3.2231107651583706,11.092527573426349,44.85561171121313,0,0,0,0,1,5,3.8034487024439088,0.5174578274731124,497.5621097295375,0.0,-0.6462436455633047,0.782608695652174
Mexico,2004,8.758322882316493,4.638336180719826,92.6867585769828,1,0,0,0,0,19,4.52922562069672,-1.5306818969039133,429.9123457812629,1.0,0.17158914345310028,0.17391304347826086
Bangladesh,2018,3.566200891305089,11.653035808356378,115.56377841060254,0,0,0,0,1,5,4.749822571590016,0.6953266125695579,1346.6688479677132,0.0,0.10644689281407937,0.782608695652174
Colombia,2020,9.458257152566247,11.779209602439357,68.04053151243696,0,0,1,0,0,3,4.220103579261361,0.7353659519868458,801.463682146375,0.0,0.2368175492525666,0.8695652173913043
Canada,2002,4.004570331377183,7.951192252075289,70.51652261675666,1,0,0,0,0,21,4.255847045717672,-0.4793972807466893,560.6904282736475,1.0,0.03974492123772233,0.08695652173913043
Brazil,2010,7.871047786189935,6.416511719877999,9.76961623038424,0,1,0,0,0,13,2.279277184872166,-0.9664048655811466,62.68685704097079,0.0,-0.08559010216801533,0.43478260869565216
Bangladesh,2006,4.277243147948736,14.065862419987184,138.67540111354873,0,0,1,0,0,17,4.932135958409073,1.4610005336899472,1950.589113099714,0.0,-0.13071323487795938,0.2608695652173913
Japan,2016,4.542283268694911,8.693753908856404,127.18760777049258,0,1,0,0,0,7,4.8456632229721235,-0.2437566040894615,1105.7377622128151,0.0,-0.12868931062140043,0.6956521739130435
Germany,2008,4.480014822258442,11.190767152818818,60.300925343822925,0,1,0,0,0,15,4.099347449284101,0.5486326676377813,674.8136146222334,0.0,-0.4962458973855881,0.34782608695652173
